Hospital_Name,Hospital_Ownership,Hospital_Type,State,City,ZIP_Code,Hospital_overall_rating,County_Name,Location,Emergency_Services,Patient_experience_national_comparison
"NORTH BALDWIN INFIRMARY","Voluntary non-profit - Private","Acute Care Hospitals",AL,"BAY MINETTE",36507,2,BALDWIN,"1815 HAND AVENUE
BAY MINETTE, AL
(30.902492, -87.783318)",TRUE,"Same as the national average"
"KAISER FOUNDATION HOSPITAL - SAN DIEGO","Voluntary non-profit - Other","Acute Care Hospitals",CA,"SAN DIEGO",92120,3,"SAN DIEGO","4647 ZION AVE
SAN DIEGO, CA
(32.792973, -117.095859)",TRUE,"Below the national average"
"CONWAY REGIONAL MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",AR,CONWAY,72034,3,FAULKNER,"2302 COLLEGE AVENUE
CONWAY, AR
(35.084826, -92.457103)",TRUE,"Same as the national average"
"OJAI VALLEY COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",CA,OJAI,93023,4,VENTURA,"1306 MARICOPA HWY
OJAI, CA
(34.442251, -119.264518)",TRUE,"Above the national average"
"COLISEUM MEDICAL CENTERS","Voluntary non-profit - Private","Acute Care Hospitals",GA,MACON,31217,3,BIBB,"350 HOSPITAL DRIVE
MACON, GA
(32.84577, -83.6188)",TRUE,"Same as the national average"
"COMMUNITY MEDICAL CENTER IZARD COUNTY","Voluntary non-profit - Private","Critical Access Hospitals",AR,"CALICO ROCK",72519,"Not Available",IZARD,"103 GRASSE STREET
CALICO ROCK, AR
(36.127174, -92.128685)",TRUE,"Not Available"
"SAN FRANCISCO GENERAL HOSPITAL","Government - Local","Acute Care Hospitals",CA,"SAN FRANCISCO",94110,1,"SAN FRANCISCO","1001 POTRERO AVENUE
SAN FRANCISCO, CA
(37.756171, -122.406608)",TRUE,"Below the national average"
"NANTICOKE MEMORIAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",DE,SEAFORD,19973,4,SUSSEX,"801 MIDDLEFORD RD
SEAFORD, DE
(38.642332, -75.605325)",TRUE,"Above the national average"
"PATIENTS' HOSPITAL OF REDDING",Physician,"Acute Care Hospitals",CA,REDDING,96001,"Not Available",SHASTA,"2900 EUREKA WAY
REDDING, CA
(40.58549, -122.416264)",FALSE,"Above the national average"
"HEALDSBURG DISTRICT HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",CA,HEALDSBURG,95448,3,SONOMA,"1375 UNIVERSITY AVENUE
HEALDSBURG, CA
(38.626583, -122.863741)",TRUE,"Same as the national average"
"SILVER LAKE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",CA,"LOS ANGELES",90026,4,"LOS ANGELES","1711 WEST TEMPLE STREET
LOS ANGELES, CA
(34.06879, -118.26356)",FALSE,"Not Available"
"ST MARYS REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",AR,RUSSELLVILLE,72801,3,POPE,"1808 WEST MAIN STREET
RUSSELLVILLE, AR
(35.28286, -93.149908)",TRUE,"Below the national average"
"LAWRENCE MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",AL,MOULTON,35650,4,LAWRENCE,"202 HOSPITAL STREET
MOULTON, AL
(34.482884, -87.286019)",TRUE,"Not Available"
"ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS",Proprietary,"Acute Care Hospitals",CO,LAKEWOOD,80228,"Not Available",JEFFERSON,"11650 W 2ND PLACE
LAKEWOOD, CO
(39.717952, -105.128441)",TRUE,"Above the national average"
"SHARP CHULA VISTA MEDICAL CENTER",Proprietary,"Acute Care Hospitals",CA,"CHULA VISTA",91911,4,"SAN DIEGO","751 MEDICAL CENTER COURT
CHULA VISTA, CA
(32.618448, -117.02399)",FALSE,"Above the national average"
"MAGNOLIA HOSPITAL","Government - Local","Acute Care Hospitals",AR,MAGNOLIA,71754,2,COLUMBIA,"101 HOSPITAL DRIVE
MAGNOLIA, AR
(33.275123, -93.240071)",TRUE,"Same as the national average"
"SUTTER DELTA MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",CA,ANTIOCH,94509,2,"CONTRA COSTA","3901 LONE TREE WAY
ANTIOCH, CA
(37.982295, -121.804681)",TRUE,"Below the national average"
"FAWCETT MEMORIAL HOSPITAL",Proprietary,"Acute Care Hospitals",FL,"PORT CHARLOTTE",33952,3,CHARLOTTE,"21298 OLEAN BLVD
PORT CHARLOTTE, FL
(26.987872, -82.097729)",TRUE,"Below the national average"
"ST BERNARDINE MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",CA,"SAN BERNARDINO",92404,2,"SAN BERNARDINO","2101 N WATERMAN AVE
SAN BERNARDINO, CA
(34.134062, -117.27876)",TRUE,"Below the national average"
"LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA",Proprietary,"Acute Care Hospitals",CA,MURRIETA,92563,3,RIVERSIDE,"28062 BAXTER ROAD
MURRIETA, CA
(33.613417, -117.168804)",TRUE,"Same as the national average"
"PRESBYTERIAN INTERCOMMUNITY HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",CA,WHITTIER,90602,3,"LOS ANGELES","12401 WASHINGTON BLVD
WHITTIER, CA
(33.967433, -118.048143)",TRUE,"Above the national average"
"PLATTE VALLEY MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",CO,BRIGHTON,80601,3,ADAMS,"1600 PRAIRIE CENTER PARKWAY
BRIGHTON, CO
(39.965441, -104.770924)",TRUE,"Above the national average"
"PEACEHEALTH KETCHIKAN MEDICAL CENTER","Voluntary non-profit - Church","Critical Access Hospitals",AK,KETCHIKAN,99901,3,"KETCHIKAN GATEWAY","3100 TONGASS AVENUE
KETCHIKAN, AK
(55.352717, -131.686049)",TRUE,"Same as the national average"
"REGIONAL MEDICAL CENTER OF SAN JOSE","Voluntary non-profit - Church","Acute Care Hospitals",CA,"SAN JOSE",95116,2,"SANTA CLARA","225 N JACKSON AVENUE
SAN JOSE, CA
(37.363787, -121.848823)",TRUE,"Below the national average"
"LAKESIDE MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",FL,"BELLE GLADE",33430,3,"PALM BEACH","39200 HOOKER HWY
BELLE GLADE, FL
(26.725684, -80.670079)",TRUE,"Same as the national average"
"SUTTER AMADOR HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",CA,JACKSON,95642,2,AMADOR,"200 MISSION BLVD
JACKSON, CA
(38.349552, -120.765903)",TRUE,"Same as the national average"
"ST ROSE HOSPITAL","Voluntary non-profit - Church","Acute Care Hospitals",CA,HAYWARD,94545,1,ALAMEDA,"27200 CALAROGA AVE
HAYWARD, CA
(37.63291, -122.089742)",TRUE,"Below the national average"
"ASHLEY COUNTY MEDICAL CENTER","Voluntary non-profit - Private","Critical Access Hospitals",AR,CROSSETT,71635,3,ASHLEY,"1015 UNITY ROAD
CROSSETT, AR
(33.137206, -91.93878)",TRUE,"Above the national average"
"SHANDS STARKE REGIONAL MEDICAL CENTER",Proprietary,"Critical Access Hospitals",FL,STARKE,32091,3,BRADFORD,"922 E CALL ST
STARKE, FL
(29.941907, -82.10165)",TRUE,"Same as the national average"
"RANGELY DISTRICT HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",CO,RANGELY,81648,"Not Available","RIO BLANCO","225 EAGLE CREST DR
RANGELY, CO
(40.083253, -108.80099)",TRUE,"Not Available"
"EAST ALABAMA MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",AL,OPELIKA,36801,4,LEE,"2000 PEPPERELL PARKWAY
OPELIKA, AL
(32.638055, -85.404003)",TRUE,"Above the national average"
"PIEDMONT HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",GA,ATLANTA,30309,3,FULTON,"1968 PEACHTREE RD NW
ATLANTA, GA
(33.807479, -84.393754)",TRUE,"Same as the national average"
"MARINERS HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",FL,TAVERNIER,33070,4,MONROE,"91500 OVERSEAS HIGHWAY
TAVERNIER, FL
(25.005408, -80.521301)",TRUE,"Above the national average"
"LODI MEMORIAL HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",CA,LODI,95240,2,"SAN JOAQUIN","975 S FAIRMONT AVENUE
LODI, CA
(38.121634, -121.285787)",TRUE,"Below the national average"
"JFK MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,ATLANTIS,33462,2,"PALM BEACH","5301 S CONGRESS AVE
ATLANTIS, FL
(26.59831, -80.090424)",TRUE,"Below the national average"
"ORANGE COAST MEMORIAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",CA,"FOUNTAIN VALLEY",92708,3,ORANGE,"9920 TALBERT AVENUE
FOUNTAIN VALLEY, CA
(33.70166, -117.956192)",TRUE,"Same as the national average"
"HARTFORD HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",CT,HARTFORD,6102,2,HARTFORD,"80 SEYMOUR STREET
HARTFORD, CT
(41.754123, -72.68082)",TRUE,"Below the national average"
"SALINAS VALLEY MEMORIAL HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",CA,SALINAS,93901,4,MONTEREY,"450 EAST ROMIE LANE
SALINAS, CA
(36.659979, -121.646327)",TRUE,"Same as the national average"
"LINCOLN COMMUNITY HOSPITAL","Voluntary non-profit - Other","Critical Access Hospitals",CO,HUGO,80821,"Not Available",LINCOLN,"111 6TH ST
HUGO, CO
(39.13766, -103.473159)",TRUE,"Not Available"
"CENTRAL PENINSULA GENERAL HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",AK,SOLDOTNA,99669,3,,"250 HOSPITAL PLACE
SOLDOTNA, AK
(60.493865, -151.077658)",TRUE,"Same as the national average"
"ST VINCENTS MEDICAL CENTER - CLAY COUNTY","Voluntary non-profit - Private","Acute Care Hospitals",FL,MIDDLEBURG,32068,3,CLAY,"1670 ST VINCENTS WAY
MIDDLEBURG, FL
(30.111135, -81.831298)",TRUE,"Same as the national average"
"OAK VALLEY HOSPITAL DISTRICT","Government - Hospital District or Authority","Acute Care Hospitals",CA,OAKDALE,95361,3,STANISLAUS,"350 S OAK AVE
OAKDALE, CA
(37.758098, -120.860363)",TRUE,"Same as the national average"
"FLORIDA STATE HOSPITAL UNIT 31 MED","Government - State","Acute Care Hospitals",FL,CHATTAHOOCHEE,32324,"Not Available",GADSDEN,"100 N MAIN ST
CHATTAHOOCHEE, FL
(30.706899, -84.842584)",FALSE,"Not Available"
"PARADISE VALLEY HOSPITAL",Proprietary,"Acute Care Hospitals",CA,"NATIONAL CITY",91950,3,"SAN DIEGO","2400 EAST 4TH ST
NATIONAL CITY, CA
(32.686336, -117.083243)",TRUE,"Below the national average"
"USC VERDUGO HILLS HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",CA,GLENDALE,91209,2,"LOS ANGELES","1812 VERDUGO BLVD
GLENDALE, CA
(34.205614, -118.216048)",TRUE,"Below the national average"
"SHRINERS HOSPITALS FOR CHILDREN","Voluntary non-profit - Private",Childrens,CA,"LOS ANGELES",90020,"Not Available","LOS ANGELES","3160 GENEVA STREET
LOS ANGELES, CA
(34.067708, -118.286387)",FALSE,"Not Available"
"MILFORD HOSPITAL, INC","Voluntary non-profit - Private","Acute Care Hospitals",CT,MILFORD,6460,3,"NEW HAVEN","300 SEASIDE AVENUE
MILFORD, CT
(41.217141, -73.064332)",TRUE,"Above the national average"
"CAPITAL REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,TALLAHASSEE,32308,2,LEON,"2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL
(30.475376, -84.230728)",TRUE,"Below the national average"
"SACRED HEART HOSPITAL ON THE EMERALD COAST","Voluntary non-profit - Other","Acute Care Hospitals",FL,"MIRAMAR BEACH",32550,4,WALTON,"7800 US HWY 98 W
MIRAMAR BEACH, FL
(30.376819, -86.306823)",TRUE,"Above the national average"
"CHILDRENS HOSPITAL COLORADO","Voluntary non-profit - Private",Childrens,CO,AURORA,80045,"Not Available",ADAMS,"13123 EAST 16TH AVENUE
AURORA, CO
(39.741635, -104.835018)",FALSE,"Not Available"
"BAPTIST MEDICAL CENTER - NASSAU","Government - Local","Acute Care Hospitals",FL,"FERNANDINA BEACH",32034,3,NASSAU,"1250 S 18TH ST
FERNANDINA BEACH, FL
(30.653028, -81.449462)",TRUE,"Above the national average"
"NORTHWEST MEDICAL CENTER",Proprietary,"Acute Care Hospitals",AL,WINFIELD,35594,4,MARION,"1530 U S HIGHWAY 43
WINFIELD, AL
(33.929316, -87.824507)",TRUE,"Above the national average"
"ST LUCIE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,"PORT SAINT LUCIE",34952,2,"SAINT LUCIE","1800 SE TIFFANY AVE
PORT SAINT LUCIE, FL
(27.288027, -80.29591)",TRUE,"Below the national average"
"CASA COLINA HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",CA,POMONA,91767,"Not Available","LOS ANGELES","255 E BONITA AVE
POMONA, CA
(34.096242, -117.746861)",FALSE,"Not Available"
"HONORHEALTH DEER VALLEY MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",AZ,PHOENIX,85027,3,MARICOPA,"19829 NORTH 27TH AVENUE
PHOENIX, AZ
(33.666425, -112.117188)",TRUE,"Below the national average"
"SCOTTSDALE THOMPSON PEAK MEDICAL CENTER",Proprietary,"Acute Care Hospitals",AZ,SCOTTSDALE,85255,4,MARICOPA,"7400 EAST THOMPSON PEAK PARKWAY
SCOTTSDALE, AZ
(33.669777, -111.921803)",TRUE,"Above the national average"
"ENLOE MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",CA,CHICO,95926,3,BUTTE,"1531 ESPLANADE
CHICO, CA
(39.742284, -121.849128)",TRUE,"Above the national average"
"ST VINCENT MEDICAL CENTER/NORTH","Voluntary non-profit - Church","Acute Care Hospitals",AR,SHERWOOD,72120,2,PULASKI,"2215 WILDWOOD AVENUE
SHERWOOD, AR
(34.814378, -92.207514)",TRUE,"Below the national average"
"RADY CHILDREN'S HOSPITAL - SAN DIEGO","Voluntary non-profit - Other",Childrens,CA,"SAN DIEGO",92123,"Not Available","SAN DIEGO","3020 CHILDRENS WAY
SAN DIEGO, CA
(32.79782, -117.150794)",FALSE,"Not Available"
"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","Voluntary non-profit - Private","Acute Care Hospitals",CA,"SAN FRANCISCO",94115,3,"SAN FRANCISCO","2333 BUCHANAN STREET
SAN FRANCISCO, CA
(37.791188, -122.43096)",TRUE,"Below the national average"
"WRAY COMMUNITY DISTRICT HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",CO,WRAY,80758,"Not Available",YUMA,"1017 W 7TH ST
WRAY, CO
(40.075405, -102.23466)",TRUE,"Not Available"
"PROVIDENCE TARZANA MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",CA,TARZANA,91356,2,"LOS ANGELES","18321 CLARK STREET
TARZANA, CA
(34.169776, -118.531875)",TRUE,"Below the national average"
"MEMORIAL HOSPITAL OF GARDENA",Proprietary,"Acute Care Hospitals",CA,GARDENA,90247,3,"LOS ANGELES","1145 W REDONDO BEACH BLVD
GARDENA, CA
(33.892375, -118.295106)",TRUE,"Below the national average"
"SAINT MARYS HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",CT,WATERBURY,6706,3,"NEW HAVEN","56 FRANKLIN ST
WATERBURY, CT
(41.552251, -73.036041)",TRUE,"Below the national average"
"EL CAMINO HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",CA,"MOUNTAIN VIEW",94040,4,"SANTA CLARA","2500 GRANT ROAD
MOUNTAIN VIEW, CA
(37.369341, -122.077933)",TRUE,"Same as the national average"
"CANDLER HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",GA,SAVANNAH,31412,3,CHATHAM,"5353 REYNOLDS STREET
SAVANNAH, GA
(32.027361, -81.101731)",TRUE,"Below the national average"
"FIVE RIVERS MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",AR,POCAHONTAS,72455,3,RANDOLPH,"2801 MEDICAL CENTER DRIVE
POCAHONTAS, AR
(36.289911, -90.996334)",TRUE,"Not Available"
"ST MARY MEDICAL CENTER","Voluntary non-profit - Church","Acute Care Hospitals",CA,"LONG BEACH",90813,3,"LOS ANGELES","1050 LINDEN AVE
LONG BEACH, CA
(33.779901, -118.186685)",TRUE,"Below the national average"
"PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE",Proprietary,"Acute Care Hospitals",FL,NAPLES,34119,2,COLLIER,"6101 PINE RIDGE ROAD
NAPLES, FL
(26.211764, -81.730707)",TRUE,"Below the national average"
"LANDMARK HOSPITAL OF SOUTHWEST FLORIDA",Proprietary,"Acute Care Hospitals",FL,NAPLES,34108,"Not Available",COLLIER,"1285 CREEKSIDE BLVD E
NAPLES, FL
(26.269367, -81.788826)",FALSE,"Not Available"
"MERCY HOSPITAL TURNER MEMORIAL","Voluntary non-profit - Private","Critical Access Hospitals",AR,OZARK,72949,"Not Available",FRANKLIN,"801 WEST RIVER STREET
OZARK, AR
(35.486118, -93.833805)",TRUE,"Not Available"
"STANFORD HEALTH CARE","Voluntary non-profit - Private","Acute Care Hospitals",CA,STANFORD,94305,4,"SANTA CLARA","300 PASTEUR DRIVE
STANFORD, CA
(37.433138, -122.176664)",TRUE,"Above the national average"
"LA PALMA INTERCOMMUNITY HOSPITAL",Proprietary,"Acute Care Hospitals",CA,"LA PALMA",90623,3,ORANGE,"7901 WALKER STREET
LA PALMA, CA
(33.847397, -118.037247)",TRUE,"Below the national average"
"BROOKWOOD MEDICAL CENTER",Proprietary,"Acute Care Hospitals",AL,BIRMINGHAM,35209,3,JEFFERSON,"2010 BROOKWOOD MEDICAL CENTER DRIVE
BIRMINGHAM, AL
(33.46291, -86.77685)",TRUE,"Below the national average"
"MAYO CLINIC","Voluntary non-profit - Private","Acute Care Hospitals",FL,JACKSONVILLE,32224,4,DUVAL,"4500 SAN PABLO RD
JACKSONVILLE, FL
(30.263702, -81.437533)",TRUE,"Above the national average"
"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER",Proprietary,"Acute Care Hospitals",CA,"FOUNTAIN VALLEY",92708,4,ORANGE,"17100 EUCLID STREET
FOUNTAIN VALLEY, CA
(33.714599, -117.937009)",TRUE,"Below the national average"
"PUTNAM COMMUNITY MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,PALATKA,32177,2,PUTNAM,"611 ZEAGLER DR
PALATKA, FL
(29.642378, -81.693518)",TRUE,"Below the national average"
"HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE",Proprietary,Childrens,CA,ORANGE,92866,"Not Available",ORANGE,"393 S TUSTIN STREET
ORANGE, CA
(33.782772, -117.835745)",FALSE,"Not Available"
"JAY HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",FL,JAY,32565,3,"SANTA ROSA","14114 ALABAMA ST
JAY, FL
(30.95004, -87.151666)",TRUE,"Not Available"
"EVERGREEN MEDICAL CENTER",Proprietary,"Acute Care Hospitals",AL,EVERGREEN,36401,3,CONECUH,"101 CRESTVIEW AVENUE
EVERGREEN, AL
(31.43126, -86.94205)",TRUE,"Above the national average"
"PARKER INDIAN HEALTH CENTER","Government - Federal","Critical Access Hospitals",AZ,PARKER,85344,"Not Available","LA PAZ","12033 AGENCY ROAD
PARKER, AZ
(34.146494, -114.301314)",TRUE,"Not Available"
"COLLEGE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",CA,"LONG BEACH",90806,2,"LOS ANGELES","2776 PACIFIC AVENUE
LONG BEACH, CA
(33.807201, -118.193721)",TRUE,"Below the national average"
"ST VINCENTS BLOUNT","Voluntary non-profit - Private","Critical Access Hospitals",AL,ONEONTA,35121,3,BLOUNT,"150 GILBREATH DRIVE
ONEONTA, AL
(33.932537, -86.493059)",FALSE,"Above the national average"
"PLACENTIA LINDA HOSPITAL",Proprietary,"Acute Care Hospitals",CA,PLACENTIA,92870,3,ORANGE,"1301 N ROSE DRIVE
PLACENTIA, CA
(33.886612, -117.842096)",TRUE,"Below the national average"
"BURKE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",GA,WAYNESBORO,30830,"Not Available",BURKE,"351 SOUTH LIBERTY STREET
WAYNESBORO, GA
(33.083439, -82.011603)",TRUE,"Not Available"
"CULLMAN REGIONAL MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",AL,CULLMAN,35058,3,CULLMAN,"1912 ALABAMA HIGHWAY 157
CULLMAN, AL
(34.198579, -86.805369)",TRUE,"Same as the national average"
"MAD RIVER COMMUNITY HOSPITAL",Proprietary,"Acute Care Hospitals",CA,ARCATA,95521,3,HUMBOLDT,"3800 JANES RD
ARCATA, CA
(40.903309, -124.090847)",TRUE,"Same as the national average"
"MARIN GENERAL HOSPITAL","Government - Local","Acute Care Hospitals",CA,GREENBRAE,94904,3,MARIN,"250 BON AIR ROAD, PO BOX 8010
GREENBRAE, CA
(37.948884, -122.535897)",TRUE,"Below the national average"
"GRADY MEMORIAL HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",GA,ATLANTA,30303,1,FULTON,"80 JESSE HILL, JR DRIVE SE
ATLANTA, GA
(33.752279, -84.382475)",TRUE,"Below the national average"
"MADERA COMMUNITY HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",CA,MADERA,93637,2,MADERA,"1250 E ALMOND AVE
MADERA, CA
(36.945427, -120.045467)",TRUE,"Below the national average"
"GREEN VALLEY HOSPITAL",Proprietary,"Acute Care Hospitals",AZ,"GREEN VALLEY",85614,"Not Available",PIMA,"4455 SOUTH I-19 FRONTAGE ROAD
GREEN VALLEY, AZ
(31.807943, -111.010966)",TRUE,"Not Available"
"FLORIDA HOSPITAL DELAND","Voluntary non-profit - Church","Acute Care Hospitals",FL,DELAND,32720,3,VOLUSIA,"701 W PLYMOUTH AVE
DELAND, FL
(29.042613, -81.317205)",TRUE,"Same as the national average"
"ARIZONA SPECIALTY HOSPITAL",Proprietary,"Acute Care Hospitals",AZ,CHANDLER,85224,"Not Available",MARICOPA,"2905 WEST WARNER ROAD, SUITE 1
CHANDLER, AZ
(33.33484, -111.891133)",FALSE,"Above the national average"
"HUNTSVILLE HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",AL,HUNTSVILLE,35801,3,MADISON,"101 SIVLEY RD
HUNTSVILLE, AL
(34.721226, -86.581547)",TRUE,"Same as the national average"
"FORT WALTON BEACH MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,"FORT WALTON BEACH",32547,3,OKALOOSA,"1000 MAR-WALT DR
FORT WALTON BEACH, FL
(30.454676, -86.632069)",TRUE,"Below the national average"
"SUTTER DAVIS HOSPITAL",Proprietary,"Acute Care Hospitals",CA,DAVIS,95616,4,YOLO,"2000 SUTTER PLACE
DAVIS, CA
(38.562923, -121.772522)",FALSE,"Above the national average"
"PALMDALE REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",CA,PALMDALE,93552,3,"LOS ANGELES","38600 MEDICAL CENTER DRIVE
PALMDALE, CA
(34.585649, -118.143668)",TRUE,"Same as the national average"
"SONORA REGIONAL MEDICAL CENTER","Voluntary non-profit - Church","Acute Care Hospitals",CA,SONORA,95370,3,TUOLUMNE,"1000 GREENLEY ROAD
SONORA, CA
(37.976728, -120.369442)",FALSE,"Same as the national average"
"HENDRY REGIONAL MEDICAL CENTER","Voluntary non-profit - Other","Critical Access Hospitals",FL,CLEWISTON,33440,3,HENDRY,"524 W SAGAMORE AVE
CLEWISTON, FL
(26.753239, -80.942276)",TRUE,"Same as the national average"
"BANNER BOSWELL MEDICAL CENTER","Voluntary non-profit - Other","Acute Care Hospitals",AZ,"SUN CITY",85351,4,MARICOPA,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ
(33.604802, -112.28344)",TRUE,"Same as the national average"
"KINGMAN REGIONAL MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",AZ,KINGMAN,86409,2,MOHAVE,"3269 STOCKTON HILL ROAD
KINGMAN, AZ
(35.134841, -114.232524)",TRUE,"Same as the national average"
"SOUTH PENINSULA HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",AK,HOMER,99603,"Not Available",,"4300 BARTLETT ST
HOMER, AK
(59.652133, -151.550296)",TRUE,"Above the national average"
"CATALINA ISLAND MEDICAL CENTER","Voluntary non-profit - Church","Critical Access Hospitals",CA,AVALON,90704,"Not Available","LOS ANGELES","100 FALLS CANYON ROAD
AVALON, CA
(33.339079, -118.330477)",FALSE,"Not Available"
